ChoiceListName,ChoiceValue,LabelEn,LabelSw,ZoneValue,RegionValue,DistrictValue,WardValue,CropNameValue,TechnologyValue
crop_adaptation,16.4,16.4. Nutritious leafy vegetable that thrives in kitchen gardens with minimal water.,16.4. Nutritious leafy vegetable that thrives in kitchen gardens with minimal water.,,,,,16.4,
crop_adaptation,16.5,16.5. Hardy leafy green with pest tolerance and continuous harvest potential.,16.5. Hardy leafy green with pest tolerance and continuous harvest potential.,,,,,16.5,
crop_adaptation,16.6,16.6Leafy green well-suited for protected and raised-bed farming systems.,16.6Leafy green well-suited for protected and raised-bed farming systems.,,,,,16.6,
crop_adaptation,16.7,16.7. High-fiber leafy vegetable improving food security and compost returns.,16.7. High-fiber leafy vegetable improving food security and compost returns.,,,,,16.7,
crop_adaptation,16.8,16.8.Nutrient-rich greens used in homestead and household gardens.,16.8.Nutrient-rich greens used in homestead and household gardens.,,,,,16.8,
crop_adaptation,16.9,"16.9.Fast-growing leafy vegetable rich in iron, ideal for nutrition-sensitive adaptation.","16.9.Fast-growing leafy vegetable rich in iron, ideal for nutrition-sensitive adaptation.",,,,,16.9,
crop_adaptation,16.10,16.10. Nutrient-dense indigenous vegetable suitable for low-input nutrition gardens.,16.10. Nutrient-dense indigenous vegetable suitable for low-input nutrition gardens.,,,,,16.10,
crop_adaptation,16.11,16.11.Indigenous leafy vegetable that grows in wild and managed plots.,16.11.Indigenous leafy vegetable that grows in wild and managed plots.,,,,,16.11,
crop_adaptation,17.1,17.1. Increases yield stability and soil fertility in rainfed smallholder farming systems.,17.1. Increases yield stability and soil fertility in rainfed smallholder farming systems.,,,,,17.1,
crop_adaptation,17.2,17.2. Combines climate-smart horticulture and cereal systems in mixed farming.,17.2. Combines climate-smart horticulture and cereal systems in mixed farming.,,,,,17.2,
crop_adaptation,17.3,17.3. Flexible rotation grain to reduce monocropping vulnerability in ARA farms.,17.3. Flexible rotation grain to reduce monocropping vulnerability in ARA farms.,,,,,17.3,
crop_adaptation,17.4,"17.4.Combines resilient cereals, legumes, and root crops for adaptive farms.","17.4.Combines resilient cereals, legumes, and root crops for adaptive farms.",,,,,17.4,
crop_adaptation,18.1,18.1. Includes grasses and legumes to stabilize soils and restore nutrient cycles.,18.1. Includes grasses and legumes to stabilize soils and restore nutrient cycles.,,,,,18.1,
crop_adaptation,19.1,"19.1. Includes herbs, greens, and other vegetables for adaptive home gardens.","19.1. Includes herbs, greens, and other vegetables for adaptive home gardens.",,,,,19.1,
crop_adaptation,20.1,20.1. Protected cropping improves yields and reduces weather-related losses.,20.1. Protected cropping improves yields and reduces weather-related losses.,,,,,20.1,
crop_adaptation,21.1,21.1. Protein-rich fungi offering nutritional resilience and urban farming opportunity.,21.1. Protein-rich fungi offering nutritional resilience and urban farming opportunity.,,,,,21.1,
crop_adaptation,22.1,22.1.Root crop with rotation and erosion control advantage.,22.1.Root crop with rotation and erosion control advantage.,,,,,22.1,
crop_adaptation,22.2,22.2.Storage-resistant bulb vegetable for peri-urban and rural climate gardens.,22.2.Storage-resistant bulb vegetable for peri-urban and rural climate gardens.,,,,,22.2,
crop_adaptation,22.3,22.3. Quick-growing root vegetable that supports climate-smart salad production.,22.3. Quick-growing root vegetable that supports climate-smart salad production.,,,,,22.3,
crop_adaptation,22.4,22.4. Pest-repelling root crop suitable for organic farming and climate resilience.,22.4. Pest-repelling root crop suitable for organic farming and climate resilience.,,,,,22.4,
crop_adaptation,23.1,23.1.Adaptable root spice supporting household health and diversified income.,23.1.Adaptable root spice supporting household health and diversified income.,,,,,23.1,
crop_adaptation,23.2,23.2.Cool climate root vegetable suited for kitchen and nutrition gardens.,23.2.Cool climate root vegetable suited for kitchen and nutrition gardens.,,,,,23.2,
crop_adaptation,24.1,24.1. Rich in antioxidants and ideal for peri-urban climate-smart kitchen gardens.,24.1. Rich in antioxidants and ideal for peri-urban climate-smart kitchen gardens.,,,,,24.1,
crop_adaptation,24.2,24.2. Adaptable root vegetable that fits well in mixed cropping for climate-smart nutrition.,24.2. Adaptable root vegetable that fits well in mixed cropping for climate-smart nutrition.,,,,,24.2,
crop_adaptation,25.1,25.1. Commercial spice supporting agroforestry income diversification for smallholders.,25.1. Commercial spice supporting agroforestry income diversification for smallholders.,,,,,25.1,
crop_adaptation,25.2,25.2. Shade-loving spice crop that supports agroforestry and niche market income.,25.2. Shade-loving spice crop that supports agroforestry and niche market income.,,,,,25.2,
crop_adaptation,25.3,25.3. Agroforestry spice crop with income potential in humid coastal zones.,25.3. Agroforestry spice crop with income potential in humid coastal zones.,,,,,25.3,
crop_adaptation,25.4,25.4. Export spice with historical climate adaptation role in Zanzibar agriculture.,25.4. Export spice with historical climate adaptation role in Zanzibar agriculture.,,,,,25.4,
crop_adaptation,25.5,25.5. Herb with culinary and medicinal value that grows well in climate-smart gardens.,25.5. Herb with culinary and medicinal value that grows well in climate-smart gardens.,,,,,25.5,
crop_adaptation,25.6,25.6.High-value seed spice for dryland areas supporting climate-resilient income.,25.6.High-value seed spice for dryland areas supporting climate-resilient income.,,,,,25.6,
crop_adaptation,25.7,25.7. Drought-tolerant herb with aromatic and market potential in drylands.,25.7. Drought-tolerant herb with aromatic and market potential in drylands.,,,,,25.7,
crop_adaptation,25.8,"25.8. Fast-growing herb suitable for aromatherapy, teas, and intercropping.","25.8. Fast-growing herb suitable for aromatherapy, teas, and intercropping.",,,,,25.8,
crop_adaptation,25.9,25.9. Root spice crop with commercial value in nutrition-sensitive markets.,25.9. Root spice crop with commercial value in nutrition-sensitive markets.,,,,,25.9,
crop_adaptation,25.10,25.10. High-value vanilla spice with agroforestry potential.,25.10. High-value vanilla spice with agroforestry potential.,,,,,25.10,
crop_adaptation,26.1,26.1. Provides yield stability and fruit quality under drought-prone conditions.,26.1. Provides yield stability and fruit quality under drought-prone conditions.,,,,,26.1,
crop_adaptation,27.1,27.1. Improves soil fertility when rotated or used in organic compost systems.,27.1. Improves soil fertility when rotated or used in organic compost systems.,,,,,27.1,
crop_adaptation,27.2,27.2.Improves soil cover and nitrogen content in degraded lands.,27.2.Improves soil cover and nitrogen content in degraded lands.,,,,,27.2,
crop_adaptation,28.1,28.1.Soilless farming approach that maximizes water efficiency in climate-vulnerable zones.,28.1.Soilless farming approach that maximizes water efficiency in climate-vulnerable zones.,,,,,28.1,
crop_adaptation,29,29. Accelerates adoption of climate-resilient varieties with short maturity.,29. Accelerates adoption of climate-resilient varieties with short maturity.,,,,,29,
crop_adaptation,30.1,30.1. Grass and perennial species that reduce erosion and support soil cover.,30.1. Grass and perennial species that reduce erosion and support soil cover.,,,,,30.1,
crop_adaptation,31.1,"31.1. Protecting crops from harsh winds, reducing evapotranspiration and soil erosion, carbon sinks, improving carbon sequestration and ecosystem","31.1. Protecting crops from harsh winds, reducing evapotranspiration and soil erosion, carbon sinks, improving carbon sequestration and ecosystem",,,,,31.1,
crop_adaptation,31.2,31.2. Improves soil moisture retention and organic matter for resilient farming systems.,31.2. Improves soil moisture retention and organic matter for resilient farming systems.,,,,,31.2,
crop_adaptation,31.3,31.3. Enables sustainable land use through diversity and improved yields.,31.3. Enables sustainable land use through diversity and improved yields.,,,,,31.3,
crop_adaptation,32.1,32.1. Provides protein and food security diversification through fish–vegetable integration.,32.1. Provides protein and food security diversification through fish–vegetable integration.,,,,,32.1,
crop_adaptation,96,"96. Other (please specify)""","96. Other (please specify)""",,,,,96,
technology,1,"1)Climate-smart seeds, including drought-tolerant, early-maturing, pest-resistant and locally adaptive varieties,","1)Climate-smart seeds, including drought-tolerant, early-maturing, pest-resistant and locally adaptive varieties,",,,,,,
technology,2,"2)Organic inputs, compost, bio-fertilizers and soil testing kits,","2)Organic inputs, compost, bio-fertilizers and soil testing kits,",,,,,,
technology,3,"3)Land preparation and mechanization, including tractors, rippers, planters and laser land levelling,","3)Land preparation and mechanization, including tractors, rippers, planters and laser land levelling,",,,,,,
technology,4,"4)Efficient irrigation, including solar pumps, drip, sprinkler and water-saving systems,","4)Efficient irrigation, including solar pumps, drip, sprinkler and water-saving systems,",,,,,,
technology,5,"5)Rainwater harvesting and water storage, including tanks, ponds, reservoirs and charco dams,","5)Rainwater harvesting and water storage, including tanks, ponds, reservoirs and charco dams,",,,,,,
technology,6,"6)Irrigation infrastructure improvement, including canal lining, desilting, flow regulation and paddy water management,","6)Irrigation infrastructure improvement, including canal lining, desilting, flow regulation and paddy water management,",,,,,,
technology,7,"7)Flood control and drainage systems for farms and irrigation schemes,","7)Flood control and drainage systems for farms and irrigation schemes,",,,,,,
technology,8,"8)Greenhouses, net shading and protected farming systems,","8)Greenhouses, net shading and protected farming systems,",,,,,,
technology,9,"9)Agroforestry, including fruit trees, banana, coffee, legumes, cereals and avocado,","9)Agroforestry, including fruit trees, banana, coffee, legumes, cereals and avocado,",,,,,,
technology,10,"10)Soil and water conservation, including mulching, minimum tillage, cover cropping and erosion control,","10)Soil and water conservation, including mulching, minimum tillage, cover cropping and erosion control,",,,,,,
technology,11,"11)Climate-resilient crop practices, including crop rotation, intercropping, farm diversification and conservation agriculture,","11)Climate-resilient crop practices, including crop rotation, intercropping, farm diversification and conservation agriculture,",,,,,,
technology,12,"12)Integrated pest management, including bio-pesticides and biological control,","12)Integrated pest management, including bio-pesticides and biological control,",,,,,,
technology,13,"13)Harvesting and post-harvest equipment, including harvesters, threshers, cleaners and grading machines,","13)Harvesting and post-harvest equipment, including harvesters, threshers, cleaners and grading machines,",,,,,,
technology,14,"14)Storage systems, including hermetic bags, silos, warehouses and grain storage,","14)Storage systems, including hermetic bags, silos, warehouses and grain storage,",,,,,,
technology,15,"15)Drying technologies, including solar and mechanical dryers,","15)Drying technologies, including solar and mechanical dryers,",,,,,,
technology,16,"16)Cold chain systems, including solar cold rooms, cold storage and refrigerated transport,","16)Cold chain systems, including solar cold rooms, cold storage and refrigerated transport,",,,,,,
technology,17,"17)Agro-processing and value-addition equipment, including milling, oil extraction, packaging and labelling,","17)Agro-processing and value-addition equipment, including milling, oil extraction, packaging and labelling,",,,,,,
technology,18,"18)Aggregation and market access infrastructure, including collection centres, storage hubs and distribution systems,","18)Aggregation and market access infrastructure, including collection centres, storage hubs and distribution systems,",,,,,,
technology,19,"19)Renewable energy and energy-efficiency systems for ARA value chains,","19)Renewable energy and energy-efficiency systems for ARA value chains,",,,,,,
technology,20,"20)Aquaculture, aquaponics and sustainable fisheries systems,","20)Aquaculture, aquaponics and sustainable fisheries systems,",,,,,,
technology,21,"21)Climate-resilient blue economy systems, including seaweed farming, solar fishing lighting, safer boats and fish value addition,","21)Climate-resilient blue economy systems, including seaweed farming, solar fishing lighting, safer boats and fish value addition,",,,,,,
climate_risk,1,"1)Drought, erratic rainfall, shortened rainy seasons, heat stress, pest and disease outbreaks, crop failure,","1)Drought, erratic rainfall, shortened rainy seasons, heat stress, pest and disease outbreaks, crop failure,",,,,,,1
climate_risk,2,"2)Soil fertility decline, land degradation, drought stress, low soil moisture, poor crop performance under climate stress,","2)Soil fertility decline, land degradation, drought stress, low soil moisture, poor crop performance under climate stress,",,,,,,2
climate_risk,3,"3)Delayed planting due to unpredictable rains, waterlogging, poor water distribution, soil compaction, labour shortage during short planting windows,","3)Delayed planting due to unpredictable rains, waterlogging, poor water distribution, soil compaction, labour shortage during short planting windows,",,,,,,3
climate_risk,4,"4)Drought, rainfall variability, dry spells, water scarcity, heat stress, crop water stress,","4)Drought, rainfall variability, dry spells, water scarcity, heat stress, crop water stress,",,,,,,4
climate_risk,5,"5)Drought, seasonal water shortages, erratic rainfall, prolonged dry spells, unreliable surface water availability,","5)Drought, seasonal water shortages, erratic rainfall, prolonged dry spells, unreliable surface water availability,",,,,,,5
climate_risk,6,"6)Water loss, inefficient irrigation, drought stress, uneven water distribution, siltation, reduced water availability in paddy schemes,","6)Water loss, inefficient irrigation, drought stress, uneven water distribution, siltation, reduced water availability in paddy schemes,",,,,,,6
climate_risk,7,"7)Flooding, waterlogging, soil erosion, crop submergence, extreme rainfall, infrastructure damage,","7)Flooding, waterlogging, soil erosion, crop submergence, extreme rainfall, infrastructure damage,",,,,,,7
climate_risk,8,"8)Heat stress, heavy rainfall, wind damage, pest outbreaks, water stress, crop damage from climate variability,","8)Heat stress, heavy rainfall, wind damage, pest outbreaks, water stress, crop damage from climate variability,",,,,,,8
climate_risk,9,"9)Soil erosion, heat stress, drought, wind damage, land degradation, biodiversity loss, carbon loss,","9)Soil erosion, heat stress, drought, wind damage, land degradation, biodiversity loss, carbon loss,",,,,,,9
climate_risk,10,"10)Soil erosion, drought, low soil moisture, land degradation, runoff, reduced soil fertility,","10)Soil erosion, drought, low soil moisture, land degradation, runoff, reduced soil fertility,",,,,,,10
climate_risk,11,"11)Crop failure, pest and disease outbreaks, market shocks, drought, soil fertility decline, climate-induced income loss,","11)Crop failure, pest and disease outbreaks, market shocks, drought, soil fertility decline, climate-induced income loss,",,,,,,11
climate_risk,12,"12)Pest outbreaks, disease pressure, invasive pests, crop losses linked to temperature and rainfall changes,","12)Pest outbreaks, disease pressure, invasive pests, crop losses linked to temperature and rainfall changes,",,,,,,12
climate_risk,13,"13)Harvest losses, delayed harvesting due to rainfall, grain damage, quality deterioration, labour shortages,","13)Harvest losses, delayed harvesting due to rainfall, grain damage, quality deterioration, labour shortages,",,,,,,13
climate_risk,14,"14)Post-harvest losses, pest infestation, humidity damage, mould, aflatoxin risk, food insecurity during climate shocks,","14)Post-harvest losses, pest infestation, humidity damage, mould, aflatoxin risk, food insecurity during climate shocks,",,,,,,14
climate_risk,15,"15)Excess rainfall during harvest, high humidity, poor drying conditions, mould, aflatoxin and quality deterioration,","15)Excess rainfall during harvest, high humidity, poor drying conditions, mould, aflatoxin and quality deterioration,",,,,,,15
climate_risk,16,"16)Heat stress, spoilage, market supply disruption, post-harvest losses, perishability risks in horticulture, dairy and fish,","16)Heat stress, spoilage, market supply disruption, post-harvest losses, perishability risks in horticulture, dairy and fish,",,,,,,16
climate_risk,17,"17)Post-harvest losses, market price volatility, income instability, poor shelf life, climate-related quality deterioration,","17)Post-harvest losses, market price volatility, income instability, poor shelf life, climate-related quality deterioration,",,,,,,17
climate_risk,18,"18)Market disruption, transport delays, post-harvest losses, climate-related supply instability, farmer income shocks,","18)Market disruption, transport delays, post-harvest losses, climate-related supply instability, farmer income shocks,",,,,,,18
climate_risk,19,"19)Energy insecurity, high diesel costs, emission risks, power outages, unreliable processing and cooling during climate shocks,","19)Energy insecurity, high diesel costs, emission risks, power outages, unreliable processing and cooling during climate shocks,",,,,,,19
climate_risk,20,"20)Declining fish catch, water scarcity, temperature stress, food insecurity, livelihood vulnerability, climate pressure on aquatic ecosystems,","20)Declining fish catch, water scarcity, temperature stress, food insecurity, livelihood vulnerability, climate pressure on aquatic ecosystems,",,,,,,20
climate_risk,21,"21)Coastal erosion, storms, sea-level rise, declining marine productivity, unsafe fishing conditions, fish spoilage, livelihood shocks,","21)Coastal erosion, storms, sea-level rise, declining marine productivity, unsafe fishing conditions, fish spoilage, livelihood shocks,",,,,,,21
adaptation,1,"1)Improves crop survival, yield stability and production reliability under changing rainfall and temperature conditions,","1)Improves crop survival, yield stability and production reliability under changing rainfall and temperature conditions,",,,,,,1
adaptation,2,"2)Restores soil health, improves nutrient efficiency and increases soil moisture retention for resilient crop production,","2)Restores soil health, improves nutrient efficiency and increases soil moisture retention for resilient crop production,",,,,,,2
adaptation,3,"3)Enables timely planting, improves field preparation and enhances water distribution, especially in paddy and irrigated schemes,","3)Enables timely planting, improves field preparation and enhances water distribution, especially in paddy and irrigated schemes,",,,,,,3
adaptation,4,"4)Reduces dependence on rainfall and improves water-use efficiency for stable production during dry periods,","4)Reduces dependence on rainfall and improves water-use efficiency for stable production during dry periods,",,,,,,4
adaptation,5,"5)Captures and stores water for use during dry periods, improving farm water security and climate resilience,","5)Captures and stores water for use during dry periods, improving farm water security and climate resilience,",,,,,,5
adaptation,6,"6)Reduces water losses, improves flow efficiency and ensures reliable irrigation supply in paddy and crop schemes,","6)Reduces water losses, improves flow efficiency and ensures reliable irrigation supply in paddy and crop schemes,",,,,,,6
adaptation,7,"7)Protects crops, farms and irrigation infrastructure from excess water and extreme rainfall events,","7)Protects crops, farms and irrigation infrastructure from excess water and extreme rainfall events,",,,,,,7
adaptation,8,"8)Creates controlled production conditions, reducing exposure to climate shocks and improving productivity,","8)Creates controlled production conditions, reducing exposure to climate shocks and improving productivity,",,,,,,8
adaptation,9,"9)Provides shade, improves soil structure, reduces erosion, diversifies income and enhances long-term ecosystem resilience,","9)Provides shade, improves soil structure, reduces erosion, diversifies income and enhances long-term ecosystem resilience,",,,,,,9
adaptation,10,"10)Conserves soil moisture, reduces erosion and improves soil productivity under climate stress,","10)Conserves soil moisture, reduces erosion and improves soil productivity under climate stress,",,,,,,10
adaptation,11,"11)Spreads production risk, improves soil fertility and strengthens farm resilience to climate and market shocks,","11)Spreads production risk, improves soil fertility and strengthens farm resilience to climate and market shocks,",,,,,,11
adaptation,12,"12)Reduces crop losses and chemical dependency while improving ecological pest control under changing climate conditions,","12)Reduces crop losses and chemical dependency while improving ecological pest control under changing climate conditions,",,,,,,12
adaptation,13,"13)Reduces losses during harvesting and handling, improves product quality and protects farmer income,","13)Reduces losses during harvesting and handling, improves product quality and protects farmer income,",,,,,,13
adaptation,14,"14)Preserves produce quality, reduces storage losses and improves food availability during climate shocks,","14)Preserves produce quality, reduces storage losses and improves food availability during climate shocks,",,,,,,14
adaptation,15,"15)Enables safe and timely drying, reducing spoilage and protecting crop quality during wet or humid periods,","15)Enables safe and timely drying, reducing spoilage and protecting crop quality during wet or humid periods,",,,,,,15
adaptation,16,"16)Maintains product freshness and reduces losses for horticulture, dairy and fish value chains,","16)Maintains product freshness and reduces losses for horticulture, dairy and fish value chains,",,,,,,16
adaptation,17,"17)Extends shelf life, increases value addition and improves farmer and SME income stability,","17)Extends shelf life, increases value addition and improves farmer and SME income stability,",,,,,,17
adaptation,18,"18)Improves produce aggregation, storage and market linkage, reducing climate-related market and income risks,","18)Improves produce aggregation, storage and market linkage, reducing climate-related market and income risks,",,,,,,18
adaptation,19,"19)Provides reliable, low-cost and low-emission energy for irrigation, cooling, processing and productive use,","19)Provides reliable, low-cost and low-emission energy for irrigation, cooling, processing and productive use,",,,,,,19
adaptation,20,"20)Diversifies climate-resilient livelihoods and improves food security through controlled and efficient aquatic production,","20)Diversifies climate-resilient livelihoods and improves food security through controlled and efficient aquatic production,",,,,,,20
adaptation,21,"21)Strengthens coastal livelihoods, improves safety, reduces fish losses and supports resilience of blue economy value chains,","21)Strengthens coastal livelihoods, improves safety, reduces fish losses and supports resilience of blue economy value chains,",,,,,,21
additional,1,"1)Reduced crop failure and land expansion pressure; improved resource-use efficiency,","1)Reduced crop failure and land expansion pressure; improved resource-use efficiency,",,,,,,1
additional,2,"2)Soil carbon improvement; reduced synthetic fertilizer emissions,","2)Soil carbon improvement; reduced synthetic fertilizer emissions,",,,,,,2
additional,3,"3)Reduced fuel use per output; improved water and input efficiency,","3)Reduced fuel use per output; improved water and input efficiency,",,,,,,3
additional,4,"4)Solar irrigation reduces diesel emissions; efficient water pumping saves energy,","4)Solar irrigation reduces diesel emissions; efficient water pumping saves energy,",,,,,,4
additional,5,"5)Reduced reliance on diesel-powered emergency water pumping,","5)Reduced reliance on diesel-powered emergency water pumping,",,,,,,5
additional,6,"6)Lower pumping demand; improved water productivity per crop output,","6)Lower pumping demand; improved water productivity per crop output,",,,,,,6
additional,7,"7)Reduced crop loss and replanting emissions; protection of soil carbon,","7)Reduced crop loss and replanting emissions; protection of soil carbon,",,,,,,7
additional,8,"8)Efficient water and input use; reduced land pressure through higher yields,","8)Efficient water and input use; reduced land pressure through higher yields,",,,,,,8
additional,9,"9)Carbon sequestration through trees; improved biomass and soil carbon,","9)Carbon sequestration through trees; improved biomass and soil carbon,",,,,,,9
additional,10,"10)Increased soil organic carbon; reduced tillage-related emissions,","10)Increased soil organic carbon; reduced tillage-related emissions,",,,,,,10
additional,11,"11)Improved soil carbon; reduced chemical input intensity,","11)Improved soil carbon; reduced chemical input intensity,",,,,,,11
additional,12,"12)Reduced synthetic pesticide use and pollution; biodiversity protection,","12)Reduced synthetic pesticide use and pollution; biodiversity protection,",,,,,,12
additional,13,"13)Reduced food loss emissions; improved productivity per unit produced,","13)Reduced food loss emissions; improved productivity per unit produced,",,,,,,13
additional,14,"14)Reduced food loss and methane emissions from spoiled produce,","14)Reduced food loss and methane emissions from spoiled produce,",,,,,,14
additional,15,"15)Solar drying reduces fossil fuel use; reduced spoilage emissions,16)Solar and efficient cooling reduce energy emissions; reduced food loss,","15)Solar drying reduces fossil fuel use; reduced spoilage emissions,16)Solar and efficient cooling reduce energy emissions; reduced food loss,",,,,,,15
additional,16,"17)Efficient processing reduces losses and emissions per unit value,","17)Efficient processing reduces losses and emissions per unit value,",,,,,,16
additional,17,"18)Reduced transport inefficiency; reduced waste through organized logistics,","18)Reduced transport inefficiency; reduced waste through organized logistics,",,,,,,17
additional,18,"19)Direct GHG reduction from solar, biogas and efficient equipment,","19)Direct GHG reduction from solar, biogas and efficient equipment,",,,,,,18
additional,19,"20)Efficient water reuse; reduced pressure on wild fish stocks,","20)Efficient water reuse; reduced pressure on wild fish stocks,",,,,,,19
additional,20,"21)Seaweed carbon co-benefits; solar lighting reduces fuel use; reduced fish spoilage,","21)Seaweed carbon co-benefits; solar lighting reduces fuel use; reduced fish spoilage,",,,,,,20
additional,21,22)Other; Specify.,22)Other; Specify.,,,,,,21
SDGs,1,1)SDG 1 – No Poverty; SDG 2 – Zero Hunger; SDG 12 – Responsible Consumption and Production; SDG 13 – Climate Action,1)SDG 1 – No Poverty; SDG 2 – Zero Hunger; SDG 12 – Responsible Consumption and Production; SDG 13 – Climate Action,,,,,,1
SDGs,2,2)SDG 2 – Zero Hunger; SDG 12 – Responsible Consumption and Production; SDG 13 – Climate Action; SDG 15 – Life on Land,2)SDG 2 – Zero Hunger; SDG 12 – Responsible Consumption and Production; SDG 13 – Climate Action; SDG 15 – Life on Land,,,,,,2
SDGs,3,"3)SDG 2 – Zero Hunger; SDG 8 – Decent Work and Economic Growth; SDG 9 – Industry, Innovation and Infrastructure; SDG 12 – Responsible Consumption and Production; SDG 13 – Climate Action","3)SDG 2 – Zero Hunger; SDG 8 – Decent Work and Economic Growth; SDG 9 – Industry, Innovation and Infrastructure; SDG 12 – Responsible Consumption and Production; SDG 13 – Climate Action",,,,,,3
SDGs,4,4)SDG 2 – Zero Hunger; SDG 6 – Clean Water and Sanitation; SDG 7 – Affordable and Clean Energy; SDG 12 – Responsible Consumption and Production; SDG 13 – Climate Action,4)SDG 2 – Zero Hunger; SDG 6 – Clean Water and Sanitation; SDG 7 – Affordable and Clean Energy; SDG 12 – Responsible Consumption and Production; SDG 13 – Climate Action,,,,,,4
SDGs,5,"5)SDG 2 – Zero Hunger; SDG 6 – Clean Water and Sanitation; SDG 9 – Industry, Innovation and Infrastructure; SDG 13 – Climate Action","5)SDG 2 – Zero Hunger; SDG 6 – Clean Water and Sanitation; SDG 9 – Industry, Innovation and Infrastructure; SDG 13 – Climate Action",,,,,,5
SDGs,6,"6)SDG 2 – Zero Hunger; SDG 6 – Clean Water and Sanitation; SDG 9 – Industry, Innovation and Infrastructure; SDG 12 – Responsible Consumption and Production; SDG 13 – Climate Action","6)SDG 2 – Zero Hunger; SDG 6 – Clean Water and Sanitation; SDG 9 – Industry, Innovation and Infrastructure; SDG 12 – Responsible Consumption and Production; SDG 13 – Climate Action",,,,,,6
SDGs,7,"7)SDG 2 – Zero Hunger; SDG 6 – Clean Water and Sanitation; SDG 9 – Industry, Innovation and Infrastructure; SDG 11 – Sustainable Cities and Communities; SDG 13 – Climate Action","7)SDG 2 – Zero Hunger; SDG 6 – Clean Water and Sanitation; SDG 9 – Industry, Innovation and Infrastructure; SDG 11 – Sustainable Cities and Communities; SDG 13 – Climate Action",,,,,,7
SDGs,8,"8)SDG 2 – Zero Hunger; SDG 8 – Decent Work and Economic Growth; SDG 9 – Industry, Innovation and Infrastructure; SDG 12 – Responsible Consumption and Production; SDG 13 – Climate Action","8)SDG 2 – Zero Hunger; SDG 8 – Decent Work and Economic Growth; SDG 9 – Industry, Innovation and Infrastructure; SDG 12 – Responsible Consumption and Production; SDG 13 – Climate Action",,,,,,8
SDGs,9,9)SDG 1 – No Poverty; SDG 2 – Zero Hunger; SDG 13 – Climate Action; SDG 15 – Life on Land,9)SDG 1 – No Poverty; SDG 2 – Zero Hunger; SDG 13 – Climate Action; SDG 15 – Life on Land,,,,,,9
SDGs,10,10)SDG 2 – Zero Hunger; SDG 6 – Clean Water and Sanitation; SDG 12 – Responsible Consumption and Production; SDG 13 – Climate Action; SDG 15 – Life on Land,10)SDG 2 – Zero Hunger; SDG 6 – Clean Water and Sanitation; SDG 12 – Responsible Consumption and Production; SDG 13 – Climate Action; SDG 15 – Life on Land,,,,,,10
SDGs,11,11)SDG 1 – No Poverty; SDG 2 – Zero Hunger; SDG 8 – Decent Work and Economic Growth; SDG 12 – Responsible Consumption and Production; SDG 13 – Climate Action; SDG 15 – Life on Land,11)SDG 1 – No Poverty; SDG 2 – Zero Hunger; SDG 8 – Decent Work and Economic Growth; SDG 12 – Responsible Consumption and Production; SDG 13 – Climate Action; SDG 15 – Life on Land,,,,,,11
SDGs,12,12)SDG 2 – Zero Hunger; SDG 3 – Good Health and Well-being; SDG 12 – Responsible Consumption and Production; SDG 13 – Climate Action; SDG 15 – Life on Land,12)SDG 2 – Zero Hunger; SDG 3 – Good Health and Well-being; SDG 12 – Responsible Consumption and Production; SDG 13 – Climate Action; SDG 15 – Life on Land,,,,,,12
SDGs,13,"13)SDG 2 – Zero Hunger; SDG 8 – Decent Work and Economic Growth; SDG 9 – Industry, Innovation and Infrastructure; SDG 12 – Responsible Consumption and Production; SDG 13 – Climate Action","13)SDG 2 – Zero Hunger; SDG 8 – Decent Work and Economic Growth; SDG 9 – Industry, Innovation and Infrastructure; SDG 12 – Responsible Consumption and Production; SDG 13 – Climate Action",,,,,,13
SDGs,14,"14)SDG 2 – Zero Hunger; SDG 3 – Good Health and Well-being; SDG 9 – Industry, Innovation and Infrastructure; SDG 12 – Responsible Consumption and Production; SDG 13 – Climate Action","14)SDG 2 – Zero Hunger; SDG 3 – Good Health and Well-being; SDG 9 – Industry, Innovation and Infrastructure; SDG 12 – Responsible Consumption and Production; SDG 13 – Climate Action",,,,,,14
SDGs,15,"15)SDG 2 – Zero Hunger; SDG 7 – Affordable and Clean Energy; SDG 9 – Industry, Innovation and Infrastructure; SDG 12 – Responsible Consumption and Production; SDG 13 – Climate Action","15)SDG 2 – Zero Hunger; SDG 7 – Affordable and Clean Energy; SDG 9 – Industry, Innovation and Infrastructure; SDG 12 – Responsible Consumption and Production; SDG 13 – Climate Action",,,,,,15
SDGs,16,"16)SDG 2 – Zero Hunger; SDG 7 – Affordable and Clean Energy; SDG 8 – Decent Work and Economic Growth; SDG 9 – Industry, Innovation and Infrastructure; SDG 12 – Responsible Consumption and Production; SDG 13 – Climate Action","16)SDG 2 – Zero Hunger; SDG 7 – Affordable and Clean Energy; SDG 8 – Decent Work and Economic Growth; SDG 9 – Industry, Innovation and Infrastructure; SDG 12 – Responsible Consumption and Production; SDG 13 – Climate Action",,,,,,16
SDGs,17,"17)SDG 1 – No Poverty; SDG 2 – Zero Hunger; SDG 8 – Decent Work and Economic Growth; SDG 9 – Industry, Innovation and Infrastructure; SDG 12 – Responsible Consumption and Production; SDG 13 – Climate Action","17)SDG 1 – No Poverty; SDG 2 – Zero Hunger; SDG 8 – Decent Work and Economic Growth; SDG 9 – Industry, Innovation and Infrastructure; SDG 12 – Responsible Consumption and Production; SDG 13 – Climate Action",,,,,,17
